Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,1985,15,64,2.03,17.23,15.1,66.07,35.79,14.67,8.59,10.216,5.814,3.936,0.465,9922,Advanced Economies
,1990,15,64,1.51,15.59,13.57,64.93,38.03,17.96,10.68,10.588,5.848,4.166,0.573,10307,Advanced Economies
,1995,15,64,1.06,13.72,11.83,64.32,38.31,20.9,12.7,10.884,5.879,4.333,0.672,10569,Advanced Economies
,2000,15,64,0.84,11.81,10.28,65.93,42.15,21.42,13.81,11.136,5.904,4.528,0.705,10796,Advanced Economies
,2005,15,64,3.1,9.03,7.97,63.39,39.9,24.46,15.8,11.152,5.781,4.566,0.805,11033,Advanced Economies
,2010,15,64,0,8.29,7.24,63.64,40.63,28.07,18.24,11.707,5.969,4.812,0.926,11213,Advanced Economies
,2015,15,64,0.08,7.11,6.19,62.35,37.09,30.5,19.69,11.788,5.97,4.813,1.004,11066,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
New Zealand,1950,15,64,1.68,45.56,28.43,47.67,25.45,5.08,2.03,9.339,6.282,2.915,0.142,1182,Advanced Economies
,1955,15,64,1.54,40.73,25.78,52.22,26.6,5.51,2.27,9.668,6.369,3.144,0.156,1277,Advanced Economies
,1960,15,64,1.56,33.66,21.26,58.83,29.18,5.95,2.47,10.121,6.457,3.496,0.168,1387,Advanced Economies
,1965,15,64,1.88,26.46,17.42,64.91,31.66,6.79,2.82,10.175,6.128,3.855,0.192,1557,Advanced Economies
,1970,15,64,1.72,19.19,13,62.43,32.51,16.67,7.16,11.166,6.4,4.29,0.476,1685,Advanced Economies
,1975,15,64,0.52,12.04,8.21,64.8,34.43,22.64,10.26,12.031,6.74,4.633,0.658,1889,Advanced Economies
,1980,15,64,0.72,21.21,15.6,49.59,28.24,28.48,13.4,11.807,6.804,4.166,0.837,1970,Advanced Economies
,1985,15,64,0.33,26.6,19.94,39.09,22.76,34.14,16.29,11.812,6.932,3.872,1.009,2115,Advanced Economies
,1990,15,64,0.1,30.9,23.5,30.93,18.81,38.06,18.35,11.686,6.771,3.787,1.128,2235,Advanced Economies
,1995,15,64,0.1,28.56,22.33,30.13,19.21,41.18,19.86,11.933,6.71,4.002,1.221,2390,Advanced Economies
,2000,15,64,0.1,25.89,20.36,30.74,21.3,43.26,21.08,12.195,6.66,4.248,1.287,2492,Advanced Economies
,2005,15,64,0.1,25.33,20.16,30.76,17.24,43.81,21.47,12.095,6.57,4.22,1.306,2672,Advanced Economies
,2010,15,64,0.1,30.54,24.44,34.42,18.45,34.94,17.23,11.383,6.443,3.896,1.043,2787,Advanced Economies
,2015,15,64,0.1,35.42,28.58,38.28,22.76,26.2,12.97,10.998,6.52,3.694,0.783,3017,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Norway,1950,15,64,3.49,77.67,77.67,17.34,4.96,1.5,0.67,7.432,6.756,0.633,0.044,2151,Advanced Economies
,1955,15,64,2.92,79.27,79.27,16.15,4.84,1.65,0.76,7.451,6.795,0.607,0.048,2200,Advanced Economies
,1960,15,64,2.12,79.73,79.73,16.54,5.24,1.63,0.8,7.528,6.853,0.626,0.049,2256,Advanced Economies
,1965,15,64,2.03,72.8,72.78,20.08,8.27,5.1,1.9,7.961,6.858,0.964,0.14,2356,Advanced Economies
,1970,15,64,0.75,66.36,66.32,25.86,12.42,7.04,2.96,8.474,6.947,1.327,0.2,2429,Advanced Economies
,1975,15,64,2.35,58.38,58.33,29.97,14.97,9.29,3.73,8.77,6.833,1.677,0.26,2505,Advanced Economies
,1980,15,64,2.16,50.43,50.38,35.25,19.17,12.09,4.95,9.317,6.842,2.134,0.341,2578,Advanced Economies
,1985,15,64,0.8,36.94,36.83,46.04,25.74,16.22,6.7,10.158,6.815,2.885,0.458,2670,Advanced Economies
,1990,15,64,0.08,26.65,26.53,54.71,32.34,18.56,8.99,10.789,6.752,3.486,0.551,2745,Advanced Economies
,1995,15,64,0.24,18.98,18.86,57.37,35.17,23.42,10.92,11.312,6.649,3.977,0.687,2815,Advanced Economies
,2000,15,64,0.24,14.52,14.42,60.47,37.08,24.77,12.78,11.558,6.561,4.246,0.751,2912,Advanced Economies
,2005,15,64,3.02,0.41,0.41,69.48,41.43,26.98,14.06,11.909,6.295,4.793,0.821,3022,Advanced Economies
,2010,15,64,6.56,0.27,0.26,65.32,38.7,27.86,14.6,11.648,6.089,4.71,0.849,3118,Advanced Economies
,2015,15,64,1.24,0.36,0.36,61.7,38.28,36.7,19.17,12.706,6.388,5.201,1.117,3418,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Portugal,1950,15,64,44.07,50.92,22.93,4.13,2.04,0.88,0.42,2.013,1.678,0.309,0.026,5341,Advanced Economies
,1955,15,64,39.84,54.59,25.83,4.62,2.31,0.95,0.45,2.203,1.831,0.344,0.028,5515,Advanced Economies
,1960,15,64,34.91,58.56,29.8,5.33,2.63,1.16,0.47,2.459,2.027,0.4,0.033,5568,Advanced Economies
,1965,15,64,36.66,55.26,33.27,6.63,3.53,1.45,0.58,2.638,2.094,0.504,0.041,5642,Advanced Economies
,1970,15,64,33.4,57.02,40.26,8.07,4.48,1.48,0.67,3.165,2.526,0.597,0.043,5386,Advanced Economies
,1975,15,64,25,58.45,43.84,13.66,6.84,2.89,1.01,4.269,3.169,1.022,0.078,5656,Advanced Economies
,1980,15,64,14.75,62.53,49.83,18.68,9.61,4.05,1.46,5.447,3.927,1.41,0.11,6211,Advanced Economies
,1985,15,64,11.32,59.87,48.73,22.4,11.64,6.4,2.18,6.079,4.257,1.65,0.172,6457,Advanced Economies
,1990,15,64,7.05,59.28,49.7,24.72,13.55,8.94,2.89,6.73,4.635,1.858,0.237,6608,Advanced Economies
,1995,15,64,5.43,53.36,46.15,28.64,16.56,12.58,3.25,7.485,4.926,2.243,0.317,6762,Advanced Economies
,2000,15,64,3.19,46.58,41.57,34.94,22.92,15.29,3.86,8.406,5.246,2.778,0.383,6916,Advanced Economies
,2005,15,64,4.54,46.64,43.44,37.19,16.83,11.64,3.36,8.122,5.367,2.456,0.3,7034,Advanced Economies
,2010,15,64,3.53,40.53,38.84,42.26,18.9,13.68,3.59,8.706,5.587,2.774,0.345,7138,Advanced Economies
,2015,15,64,2.28,33.51,32.94,43.51,16.09,20.7,4.99,9.499,5.846,3.139,0.514,6755,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Spain,1950,15,64,53.79,39.51,33.06,5.28,2.08,1.42,0.8,3.833,3.439,0.35,0.044,18377,Advanced Economies
,1955,15,64,51.7,41.18,34.72,5.5,2.21,1.62,0.92,4.035,3.605,0.379,0.051,18970,Advanced Economies
,1960,15,64,47.82,43.41,36.52,6.83,2.43,1.94,1.1,4.423,3.899,0.463,0.061,19601,Advanced Economies
,1965,15,64,42.6,46.23,38.96,8.92,3.08,2.24,1.29,4.705,4.044,0.59,0.071,20548,Advanced Economies
,1970,15,64,36.2,47.53,40.13,12.27,4.62,4.01,1.95,5.333,4.318,0.896,0.119,21036,Advanced Economies
,1975,15,64,30.36,42.95,34.1,20.35,7.7,6.33,3.4,6.191,4.525,1.471,0.195,22198,Advanced Economies
,1980,15,64,24.14,37.45,28.06,29.55,13.15,8.82,4.8,7.242,4.793,2.177,0.272,23556,Advanced Economies
,1985,15,64,22.09,33.84,25.21,35.09,11.35,8.98,5.08,7.242,4.675,2.285,0.281,24974,Advanced Economies
,1990,15,64,18.92,30.79,23.01,41.91,14.05,8.38,5.17,7.51,4.681,2.559,0.271,26257,Advanced Economies
,1995,15,64,12.96,25.12,18.84,45.66,15.95,16.27,9.14,8.715,4.902,3.305,0.508,27355,Advanced Economies
,2000,15,64,8.06,20.94,15.98,49.53,18.95,21.48,13.08,9.653,5.056,3.906,0.691,27984,Advanced Economies
,2005,15,64,0.92,19.82,15.61,53.42,23.35,25.85,16.4,10.641,5.335,4.461,0.845,29794,Advanced Economies
,2010,15,64,0.96,17.94,14.59,53.33,23.73,27.77,17.99,10.751,5.221,4.615,0.915,29893,Advanced Economies
,2015,15,64,2.84,13.27,10.93,51.78,19.83,32.1,20.71,10.924,5.215,4.653,1.056,31014,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sweden,1950,15,64,1.42,70.74,43.95,23.23,15.93,4.57,2.74,6.945,5.109,1.69,0.146,4651,Advanced Economies
,1955,15,64,0.89,67.48,42.52,26.32,17.75,5.27,3.17,7.276,5.195,1.911,0.169,4745,Advanced Economies
,1960,15,64,0.92,61.88,39.31,31.13,20.5,6.03,3.64,7.689,5.266,2.23,0.194,4939,Advanced Economies
,1965,15,64,1.01,56.67,37.86,35.54,23.23,6.75,4.03,8.118,5.373,2.529,0.216,5135,Advanced Economies
,1970,15,64,1.1,48.34,33.28,43.86,28.91,6.68,4.22,8.653,5.481,2.954,0.218,5268,Advanced Economies
,1975,15,64,1.66,36.86,25.62,49.41,35.51,12.08,7.3,9.618,5.564,3.666,0.388,5260,Advanced Economies
,1980,15,64,1.45,27.86,19.73,55.2,38.66,15.49,9.6,10.304,5.669,4.133,0.502,5328,Advanced Economies
,1985,15,64,1.6,22.9,16.55,57.5,40.31,18,10.99,10.647,5.714,4.353,0.58,5394,Advanced Economies
,1990,15,64,2.08,16.89,12.36,60.35,42.86,20.68,12.7,11.034,5.739,4.627,0.668,5502,Advanced Economies
,1995,15,64,2.25,11.64,8.67,63.61,46.49,22.52,14.17,11.412,5.777,4.9,0.734,5621,Advanced Economies
,2000,15,64,2,8.56,6.5,64.71,48.83,24.82,15.27,11.724,5.824,5.099,0.802,5709,Advanced Economies
,2005,15,64,2,5.26,4.03,68.68,51.31,24.26,15.73,11.863,5.855,5.208,0.8,5905,Advanced Economies
,2010,15,64,2.28,3.43,2.68,67.78,50.77,26.51,17.33,11.949,5.84,5.232,0.877,5983,Advanced Economies
,2015,15,64,2.37,3.2,2.64,60.43,40.83,34,22,12.039,5.841,5.078,1.12,6160,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Switzerland,1950,15,64,0.18,67.38,42.21,23.05,14.75,9.39,5.22,8.968,6.979,1.697,0.292,3138,Advanced Economies
,1955,15,64,0.18,66.44,42.29,23.6,15.63,9.78,5.45,9.087,7.019,1.763,0.305,3281,Advanced Economies
,1960,15,64,0.18,66.18,42.76,23.33,15.84,10.31,5.68,9.162,7.048,1.793,0.32,3556,Advanced Economies
,1965,15,64,2.39,54.63,37.2,32.97,23.4,10,5.54,9.499,6.873,2.315,0.311,3828,Advanced Economies
,1970,15,64,4.4,43.24,30.49,42.19,30.8,10.17,5.86,9.897,6.702,2.875,0.321,4014,Advanced Economies
,1975,15,64,3.99,32.82,23.32,52.45,39.22,10.75,6.41,10.554,6.655,3.556,0.343,4119,Advanced Economies
,1980,15,64,2.67,24.21,17.59,61.6,49.98,11.46,6.96,11.325,6.638,4.319,0.368,4197,Advanced Economies
,1985,15,64,6.78,23.71,17.69,55.63,41.31,13.89,8.29,10.674,6.185,4.045,0.443,4468,Advanced Economies
,1990,15,64,8.44,23.32,17.89,51.54,39.43,16.7,10.1,10.544,5.907,4.102,0.536,4699,Advanced Economies
,1995,15,64,10.21,22.42,17.81,48.94,38.34,18.43,11.46,10.413,5.675,4.14,0.598,4757,Advanced Economies
,2000,15,64,11.52,23.2,18.82,47.09,37.74,18.19,11.84,10.145,5.462,4.083,0.601,4837,Advanced Economies
,2005,15,64,9.03,19.14,15.66,48.36,38.13,23.47,14.81,10.817,5.51,4.541,0.766,4900,Advanced Economies
,2010,15,64,1.42,2.96,2.47,64.16,47.04,31.46,20.68,12.916,5.9,5.974,1.043,4905,Advanced Economies
,2015,15,64,1.75,15.65,12.98,48.39,35.39,34.2,22.46,12.209,5.814,5.261,1.133,5576,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Turkey,1950,15,64,78.03,16.89,8.11,4.25,1.93,0.83,0.48,1.14,0.879,0.235,0.026,12197,Advanced Economies
,1955,15,64,72.33,21.75,11.01,4.98,2.23,0.94,0.5,1.416,1.115,0.273,0.029,13743,Advanced Economies
,1960,15,64,64.78,27.95,16.49,6.24,2.79,1.03,0.57,1.839,1.475,0.333,0.032,15300,Advanced Economies
,1965,15,64,57.87,33.55,20.69,7.43,3.15,1.09,0.6,2.199,1.782,0.383,0.034,17023,Advanced Economies
,1970,15,64,52.35,36.72,23.35,9.45,3.81,1.48,0.79,2.58,2.048,0.486,0.045,19615,Advanced Economies
,1975,15,64,44.49,41.79,27.91,12.22,5.36,1.47,0.89,3.089,2.426,0.615,0.047,22345,Advanced Economies
,1980,15,64,36.96,44.78,31.57,15.07,6.64,3.18,1.88,3.765,2.822,0.842,0.101,25486,Advanced Economies
,1985,15,64,27.44,51.24,38.63,8.65,3.56,12.67,6.47,4.822,3.313,1.126,0.383,29917,Advanced Economies
,1990,15,64,24.7,48.76,39.32,15.04,6.49,11.5,6.11,5.217,3.529,1.336,0.352,34541,Advanced Economies
,1995,15,64,18.5,49.58,44.79,20.86,9.9,11.05,6,5.882,3.955,1.586,0.341,39151,Advanced Economies
,2000,15,64,12.39,49.53,42.85,28.42,14.38,9.58,5.48,6.369,4.209,1.859,0.301,43829,Advanced Economies
,2005,15,64,8.67,46.67,40.91,36.7,20.01,7.97,4.86,6.858,4.423,2.179,0.257,47847,Advanced Economies
,2010,15,64,6.11,41.9,37.07,42.07,22.41,9.92,6.22,7.436,4.701,2.412,0.323,52114,Advanced Economies
,2015,15,64,4.03,36.38,31.83,44.79,11.69,14.8,8.94,7.791,4.676,2.64,0.475,52247,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
USA,1950,15,64,1.67,38.63,18.29,45.88,27.67,13.81,7.16,8.744,5.289,3.035,0.419,102174,Advanced Economies
,1955,15,64,1.53,34.23,16.41,48.96,30.51,15.27,8.14,9.142,5.373,3.301,0.468,105527,Advanced Economies
,1960,15,64,1.17,29.15,14.32,52.96,34.69,16.73,9.02,9.634,5.485,3.634,0.515,111660,Advanced Economies
,1965,15,64,1.09,19.28,10.21,60.33,40.44,19.14,10.43,10.416,5.653,4.171,0.592,120051,Advanced Economies
,1970,15,64,0.99,12.16,6.84,64.61,45.31,22.24,12.11,11.1,5.781,4.632,0.687,129887,Advanced Economies
,1975,15,64,0.99,6.67,3.91,63.81,46.22,28.43,15.3,11.733,5.852,5.007,0.875,141706,Advanced Economies
,1980,15,64,0.61,3.35,2.04,64.09,50.19,32.02,17.88,12.276,5.928,5.35,0.998,153142,Advanced Economies
,1985,15,64,0.89,5.04,3.17,54.04,40.38,40.03,21.25,12.351,5.891,5.235,1.226,162029,Advanced Economies
,1990,15,64,0.97,5.74,3.85,46.88,35.8,46.42,23.66,12.554,5.886,5.266,1.402,168670,Advanced Economies
,1995,15,64,0.43,2.34,1.53,50.12,38.07,47.11,23.05,12.826,5.95,5.472,1.403,176708,Advanced Economies
,2000,15,64,0.33,2.33,1.57,46.32,39.79,51.02,24.14,13.105,5.957,5.644,1.503,187823,Advanced Economies
,2005,15,64,0.32,2.22,1.54,45.94,35.02,51.52,25.01,13.011,5.96,5.52,1.531,199556,Advanced Economies
,2010,15,64,0.27,2.61,2.05,41.48,34.42,55.64,27.49,13.245,5.967,5.615,1.662,209726,Advanced Economies
,2015,15,64,0.3,3.12,2.18,40.33,34.2,56.28,29.02,13.275,5.956,5.613,1.706,212207,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
United Kingdom,1950,15,64,2.56,70.89,44.14,25,1.98,1.55,0.94,6.492,5.044,1.398,0.05,33348,Advanced Economies
,1955,15,64,2.34,67.74,42.78,28.24,2.36,1.63,0.99,6.733,5.108,1.573,0.052,33190,Advanced Economies
,1960,15,64,2.14,63.79,40.51,32.56,2.23,1.54,0.98,7.006,5.175,1.78,0.05,33551,Advanced Economies
,1965,15,64,2.06,57.67,38.52,35.41,4.47,4.84,2.8,7.652,5.3,2.199,0.153,34681,Advanced Economies
,1970,15,64,2.16,52.07,36.17,37.48,5.45,8.3,4.86,8.057,5.394,2.401,0.263,34441,Advanced Economies
,1975,15,64,2.26,46.78,32.96,40.65,6.15,10.32,6.11,8.386,5.45,2.607,0.328,34759,Advanced Economies
,1980,15,64,3.47,40.44,29.05,45.69,6.72,10.39,6.14,8.517,5.45,2.736,0.331,35557,Advanced Economies
,1985,15,64,3.41,35.7,26.14,49.36,7.02,11.53,6.73,8.759,5.508,2.885,0.365,36765,Advanced Economies
,1990,15,64,3.41,31.22,23.21,48.52,6.93,16.84,9.97,9.285,5.555,3.193,0.536,36900,Advanced Economies
,1995,15,64,3.55,27.74,21.35,47.92,7.26,20.8,12.3,9.674,5.596,3.417,0.662,37378,Advanced Economies
,2000,15,64,3.55,23.69,18.53,50.52,10.29,22.23,13.93,9.974,5.632,3.619,0.723,38178,Advanced Economies
,2005,15,64,1.31,16.97,13.49,56.67,35.39,25.05,15.49,11.572,5.817,4.944,0.811,39444,Advanced Economies
,2010,15,64,0.15,12.89,10.34,60.26,49.14,26.69,17.02,12.46,5.915,5.671,0.874,40296,Advanced Economies
,2015,15,64,0.12,8.87,7.17,53.41,36.24,37.6,23.64,12.851,5.942,5.684,1.225,42460,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Brunei Darussalam,1950,15,64,67.59,21.25,8.38,10.39,3.67,0.77,0.43,2.095,1.559,0.512,0.024,29,East Asia and the Pacific
,1955,15,64,63.1,24.68,9.96,11.34,4.12,0.88,0.51,2.367,1.773,0.567,0.028,35,East Asia and the Pacific
,1960,15,64,57.2,28.17,12.38,13.69,5.05,0.96,0.56,2.807,2.096,0.68,0.03,43,East Asia and the Pacific
,1965,15,64,49.78,29.59,14.16,18.66,6.84,1.97,1.11,3.583,2.55,0.971,0.062,51,East Asia and the Pacific
,1970,15,64,38.84,28.26,14.74,30.45,10.75,2.44,1.49,4.857,3.264,1.515,0.079,70,East Asia and the Pacific
,1975,15,64,31.47,28.56,16.73,34.22,12.95,5.75,2.97,5.878,3.756,1.947,0.174,91,East Asia and the Pacific
,1980,15,64,25.87,25.88,17.11,40.81,17.51,7.46,4.16,6.866,4.186,2.448,0.233,114,East Asia and the Pacific
,1985,15,64,23.81,22.2,15.1,46.95,21.42,7.04,4.2,7.341,4.359,2.758,0.225,134,East Asia and the Pacific
,1990,15,64,21.03,19.23,14.24,52.92,26.31,6.81,4.1,7.923,4.588,3.117,0.218,161,East Asia and the Pacific
,1995,15,64,20.06,18.43,15,54.47,28.18,7.04,4.09,8.17,4.694,3.254,0.223,191,East Asia and the Pacific
,2000,15,64,19.7,16.34,14.02,55.51,29.01,8.46,4.71,8.43,4.749,3.418,0.263,219,East Asia and the Pacific
,2005,15,64,20.42,13.63,12.1,56.04,30.17,9.91,5.53,8.62,4.729,3.582,0.309,251,East Asia and the Pacific
,2010,15,64,20.26,11.37,10.42,57.03,31.66,11.35,6.4,8.883,4.756,3.772,0.355,287,East Asia and the Pacific
,2015,15,64,20.3,9.27,8.76,56.69,31.73,13.74,7.48,9.076,4.766,3.885,0.424,298,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cambodia,1950,15,64,89.39,9.81,1.99,0.78,0.15,0.03,0.02,0.442,0.403,0.038,0.001,2394,East Asia and the Pacific
,1955,15,64,84.55,14.11,3.33,1.3,0.23,0.04,0.02,0.667,0.604,0.062,0.001,2666,East Asia and the Pacific
,1960,15,64,74.88,21.14,6.29,3.92,0.29,0.06,0.03,1.234,1.062,0.17,0.002,2978,East Asia and the Pacific
,1965,15,64,69.25,25.63,7.88,5.01,0.36,0.1,0.05,1.533,1.312,0.218,0.003,3342,East Asia and the Pacific
,1970,15,64,62.49,30.96,9.69,6.39,0.8,0.16,0.08,1.908,1.613,0.291,0.005,3746,East Asia and the Pacific
,1975,15,64,55.17,36.74,11.57,7.87,1.16,0.22,0.11,2.306,1.935,0.365,0.007,3899,East Asia and the Pacific
,1980,15,64,47.79,42.78,12.64,9.17,1.4,0.26,0.14,2.663,2.228,0.427,0.008,3765,East Asia and the Pacific
,1985,15,64,43.08,46.75,13.51,9.89,1.55,0.28,0.16,2.888,2.418,0.462,0.009,4336,East Asia and the Pacific
,1990,15,64,38.96,49.81,16.54,10.88,2.14,0.35,0.2,3.2,2.665,0.524,0.011,5136,East Asia and the Pacific
,1995,15,64,34.85,53.73,18.39,10.98,2.6,0.44,0.26,3.411,2.849,0.548,0.014,5760,East Asia and the Pacific
,2000,15,64,30.65,57.92,21.87,10.98,2.56,0.44,0.26,3.64,3.079,0.547,0.014,7146,East Asia and the Pacific
,2005,15,64,25.26,58.78,23.25,14.4,3.74,1.56,0.76,4.262,3.418,0.797,0.046,8372,East Asia and the Pacific
,2010,15,64,19.5,59.26,25.93,18.56,4.95,2.69,1.41,4.943,3.83,1.031,0.082,9512,East Asia and the Pacific
,2015,15,64,18.66,59.78,18.96,16.11,5.08,5.45,2.98,4.873,3.656,1.049,0.169,9977,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
China,1950,15,64,68.59,22.27,7.2,8.75,1.93,0.39,0.19,1.788,1.433,0.344,0.012,343863,East Asia and the Pacific
,1955,15,64,61.35,27.94,9.24,10.16,2.3,0.56,0.28,2.182,1.758,0.407,0.017,354936,East Asia and the Pacific
,1960,15,64,53.36,32.46,13.81,13.41,3.06,0.76,0.4,2.802,2.239,0.54,0.023,369925,East Asia and the Pacific
,1965,15,64,45.12,37.06,17.06,16.89,3.86,0.93,0.5,3.4,2.693,0.678,0.029,404139,East Asia and the Pacific
,1970,15,64,35.63,41.58,21.62,21.86,5.26,0.93,0.52,4.162,3.264,0.869,0.029,464831,East Asia and the Pacific
,1975,15,64,28.57,42.11,22.24,28.36,6.92,0.95,0.53,4.835,3.689,1.115,0.03,520599,East Asia and the Pacific
,1980,15,64,19.74,43.14,24.02,36.15,11,0.97,0.54,5.744,4.242,1.473,0.03,596819,East Asia and the Pacific
,1985,15,64,17.98,40.2,23.75,40.34,18.27,1.48,0.84,6.161,4.428,1.687,0.046,690420,East Asia and the Pacific
,1990,15,64,17.81,35.81,21.8,44.33,25.49,2.05,1.19,6.449,4.511,1.873,0.065,771073,East Asia and the Pacific
,1995,15,64,11.7,33.38,20.41,51.42,31.98,3.5,1.96,7.168,4.794,2.265,0.109,822741,East Asia and the Pacific
,2000,15,64,6.49,30.1,18.61,58.48,33.95,4.93,2.85,7.787,5.046,2.585,0.156,871078,East Asia and the Pacific
,2005,15,64,4.18,25.55,15.93,65.2,31.62,5.07,2.73,8.022,5.133,2.733,0.156,934056,East Asia and the Pacific
,2010,15,64,2.63,20.84,13.07,71.76,24.7,4.77,2.62,8.25,5.298,2.804,0.148,978480,East Asia and the Pacific
,2015,15,64,2.06,16.72,10.43,73.96,27.47,7.27,3.98,8.71,5.375,3.109,0.225,1021572,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"China, Hong Kong Special Administrative Region",1950,15,64,37.57,40.43,14.64,18.35,9.07,3.65,3.07,4.461,2.972,1.354,0.135,1326,East Asia and the Pacific
,1955,15,64,33.51,43.47,17.23,18.78,9.55,4.23,2.46,4.762,3.202,1.426,0.134,1548,East Asia and the Pacific
,1960,15,64,30.01,45.7,18.97,19.69,10.07,4.61,2.76,5.053,3.398,1.508,0.147,1732,East Asia and the Pacific
,1965,15,64,23.01,46.35,22.2,25.88,13.05,4.72,2.7,5.927,3.893,1.886,0.149,2078,East Asia and the Pacific
,1970,15,64,20.92,42.48,25.26,33.96,19.19,2.68,1.55,6.584,4.231,2.269,0.085,2327,East Asia and the Pacific
,1975,15,64,16.6,41.04,25.64,38.98,22,3.33,1.82,7.264,4.539,2.622,0.103,2824,East Asia and the Pacific
,1980,15,64,12.31,34.68,22.32,45.98,26.58,7.03,3.51,8.425,4.891,3.323,0.211,3426,East Asia and the Pacific
,1985,15,64,9.8,28.73,19.33,53.88,32.13,7.61,4.41,9.241,5.131,3.869,0.24,3772,East Asia and the Pacific
,1990,15,64,7.76,23.98,16.79,55.98,35.11,12.28,7.78,10.08,5.319,4.361,0.401,3994,East Asia and the Pacific
,1995,15,64,9.86,20.6,15.76,55.35,34.86,14.19,10.14,10.208,5.263,4.458,0.487,4406,East Asia and the Pacific
,2000,15,64,10.6,18.48,15.15,55.94,36.15,14.98,11.93,10.371,5.264,4.569,0.538,4810,East Asia and the Pacific
,2005,15,64,2.26,14.43,11.49,57.1,36.73,26.21,22.33,12.172,5.776,5.425,0.971,5180,East Asia and the Pacific
,2010,15,64,1.41,13.44,11.25,65,48.13,20.14,17.12,12.197,5.85,5.602,0.745,5510,East Asia and the Pacific
,2015,15,64,1.31,17.83,15.58,44.95,34.47,35.89,29.9,12.547,5.853,5.378,1.316,5292,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"China, Macao Special Administrative Region",1950,15,64,30.69,56.91,36.18,11.38,3.12,1.02,0.63,3.352,2.947,0.372,0.033,129,East Asia and the Pacific
,1955,15,64,29.46,57.74,36.36,11.72,3.33,1.08,0.68,3.416,2.993,0.388,0.035,107,East Asia and the Pacific
,1960,15,64,27.12,58.32,37.14,13.4,3.73,1.15,0.7,3.589,3.114,0.437,0.037,92,East Asia and the Pacific
,1965,15,64,23.61,59.54,38.18,15.73,4.09,1.13,0.69,3.816,3.286,0.494,0.036,109,East Asia and the Pacific
,1970,15,64,18.84,60.36,39.15,19.33,4.84,1.47,0.77,4.178,3.528,0.605,0.045,145,East Asia and the Pacific
,1975,15,64,15.36,57.19,36.94,24.71,6.53,2.73,1.38,4.635,3.725,0.827,0.082,164,East Asia and the Pacific
,1980,15,64,13.58,53.93,34.63,28.7,7.93,3.79,2.02,4.956,3.838,1.001,0.116,173,East Asia and the Pacific
,1985,15,64,10.76,49.67,33.23,34.72,9.53,4.84,2.82,5.427,4.051,1.223,0.153,208,East Asia and the Pacific
,1990,15,64,10.05,44.96,30.5,39.44,10.79,5.56,3.43,5.706,4.136,1.39,0.18,252,East Asia and the Pacific
,1995,15,64,6.77,41.05,28.6,43.71,14.35,8.47,4.97,6.347,4.35,1.728,0.269,276,East Asia and the Pacific
,2000,15,64,2.56,37.02,26.85,50.53,20.81,9.89,6.26,7.07,4.618,2.13,0.323,312,East Asia and the Pacific
,2005,15,64,1.94,29.22,21.37,56.96,27.12,11.8,7.37,7.838,4.82,2.635,0.383,348,East Asia and the Pacific
