Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,1985,15,64,2.02,15.35,13.26,65.6,38.54,17.03,10.94,10.522,5.816,4.146,0.559,5023,Advanced Economies
,1990,15,64,1.43,14.4,12.43,63.97,39.86,20.2,12.62,10.838,5.855,4.327,0.656,5230,Advanced Economies
,1995,15,64,0.98,12.95,11.22,63.27,40.14,22.8,14.51,11.106,5.889,4.471,0.746,5371,Advanced Economies
,2000,15,64,0.86,11.43,10,64.63,42.6,23.08,15.49,11.279,5.906,4.602,0.772,5489,Advanced Economies
,2005,15,64,2.9,8.52,7.58,62.57,40.33,25.99,17.42,11.312,5.797,4.647,0.868,5609,Advanced Economies
,2010,15,64,0,7.99,6.93,62.7,40.18,29.31,19.61,11.791,5.968,4.845,0.978,5699,Advanced Economies
,2015,15,64,0.1,7.29,6.29,62.31,37.14,30.3,20.49,11.781,5.964,4.801,1.016,5585,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
New Zealand,1950,15,64,1.82,45.28,27.84,46.25,25.55,6.65,2.41,9.422,6.262,2.979,0.181,594,Advanced Economies
,1955,15,64,1.65,40.58,25.48,50.54,26.82,7.23,2.66,9.767,6.356,3.214,0.198,645,Advanced Economies
,1960,15,64,1.71,33.72,20.92,56.8,29.33,7.77,2.83,10.202,6.432,3.558,0.212,703,Advanced Economies
,1965,15,64,2.14,26.7,17.48,62.42,31.64,8.81,3.17,10.26,6.111,3.909,0.24,790,Advanced Economies
,1970,15,64,1.74,18.38,12.55,60.17,32.34,19.71,7.05,11.351,6.406,4.41,0.535,851,Advanced Economies
,1975,15,64,0.55,10.72,7.39,62.95,34.33,25.82,9.6,12.245,6.761,4.775,0.708,951,Advanced Economies
,1980,15,64,0.75,19.77,14.83,46.78,26.83,32.7,12.4,12.034,6.83,4.302,0.902,992,Advanced Economies
,1985,15,64,0.34,25.31,19.39,35.9,20.9,38.61,14.78,12.031,6.961,4.002,1.068,1061,Advanced Economies
,1990,15,64,0.1,29.75,23.13,28,16.87,42.14,16.23,11.861,6.791,3.902,1.168,1116,Advanced Economies
,1995,15,64,0.1,27.5,21.92,27.91,17.69,44.5,17.08,12.06,6.723,4.106,1.232,1186,Advanced Economies
,2000,15,64,0.1,25.08,20.06,28.14,19.29,46.69,17.87,12.281,6.666,4.325,1.291,1222,Advanced Economies
,2005,15,64,0.1,24.01,19.4,27.8,16.15,48.09,18.52,12.261,6.573,4.356,1.332,1316,Advanced Economies
,2010,15,64,0.1,33.77,27.29,35.41,20.02,30.72,11.91,10.99,6.414,3.723,0.853,1378,Advanced Economies
,2015,15,64,0.1,37.74,30.73,38.54,23.82,23.62,9.15,10.721,6.501,3.565,0.655,1481,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Norway,1950,15,64,5.15,74.96,74.96,17.21,5.18,2.68,1.48,7.416,6.64,0.694,0.083,1068,Advanced Economies
,1955,15,64,3.8,76.42,76.42,16.85,5.36,2.93,1.65,7.528,6.734,0.702,0.092,1098,Advanced Economies
,1960,15,64,2.12,77.35,77.35,17.66,6.03,2.9,1.74,7.684,6.853,0.737,0.093,1129,Advanced Economies
,1965,15,64,2.81,68.08,68.03,22.07,9.36,7.04,3.93,8.158,6.801,1.138,0.219,1183,Advanced Economies
,1970,15,64,0.77,61.56,61.45,28.55,13.96,9.1,5.57,8.769,6.941,1.535,0.293,1225,Advanced Economies
,1975,15,64,2.61,53.78,53.64,32.06,16.38,11.53,6.45,9.049,6.811,1.878,0.36,1266,Advanced Economies
,1980,15,64,2.41,46.66,46.53,36.6,20.42,14.22,7.66,9.567,6.819,2.311,0.438,1306,Advanced Economies
,1985,15,64,0.86,34.61,34.51,46.9,26.92,17.63,8.82,10.35,6.81,3.011,0.529,1355,Advanced Economies
,1990,15,64,0.06,25.35,25.24,55.4,33.65,19.19,10.15,10.912,6.752,3.573,0.587,1395,Advanced Economies
,1995,15,64,0.22,17.93,17.81,59.05,37.17,22.8,11.31,11.373,6.649,4.042,0.682,1432,Advanced Economies
,2000,15,64,0.21,14.26,14.15,62.3,39.21,23.24,12.43,11.544,6.563,4.267,0.713,1481,Advanced Economies
,2005,15,64,3.23,0.38,0.38,72.17,43.6,24.15,12.85,11.788,6.282,4.767,0.738,1535,Advanced Economies
,2010,15,64,7.02,0.26,0.25,68.62,41.15,24.1,12.71,11.452,6.059,4.657,0.736,1582,Advanced Economies
,2015,15,64,1.17,0.35,0.35,65.76,41.6,32.72,16.94,12.568,6.391,5.184,0.993,1756,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Portugal,1950,15,64,37.72,55.13,18.64,5.68,2.84,1.48,0.96,2.254,1.761,0.444,0.049,2551,Advanced Economies
,1955,15,64,33.24,59.25,23.97,5.95,3.02,1.55,0.95,2.482,1.965,0.467,0.05,2643,Advanced Economies
,1960,15,64,28.27,63.25,28.92,6.59,3.35,1.8,0.96,2.756,2.179,0.522,0.055,2645,Advanced Economies
,1965,15,64,27.86,61.53,38.48,8.49,4.72,2.12,1.09,3.156,2.424,0.667,0.064,2663,Advanced Economies
,1970,15,64,25.58,62.14,48.68,10.14,5.89,2.08,1.27,3.751,2.914,0.77,0.067,2525,Advanced Economies
,1975,15,64,19.19,61.79,50.83,15.11,7.93,3.9,1.86,4.807,3.505,1.187,0.115,2644,Advanced Economies
,1980,15,64,10.76,64.34,55.4,19.74,10.41,5.11,2.5,5.915,4.209,1.553,0.152,2982,Advanced Economies
,1985,15,64,8.35,60.92,53.2,23.93,12.63,6.8,3.01,6.444,4.479,1.769,0.196,3137,Advanced Economies
,1990,15,64,5.18,60.08,53.78,26.14,14.41,8.6,3.4,6.967,4.801,1.926,0.24,3218,Advanced Economies
,1995,15,64,4.67,53.69,49.1,30.39,17.41,11.26,3.32,7.571,5.021,2.258,0.291,3305,Advanced Economies
,2000,15,64,2.53,46.95,43.91,37.1,23.62,13.42,3.25,8.428,5.33,2.764,0.333,3396,Advanced Economies
,2005,15,64,3.5,49.06,46.92,38,16.09,9.44,2.31,8.016,5.441,2.34,0.235,3470,Advanced Economies
,2010,15,64,3.46,42.44,41.16,43.33,18.5,10.77,2.12,8.485,5.602,2.625,0.258,3541,Advanced Economies
,2015,15,64,2.38,35.49,34.94,45.61,15.91,16.52,2.53,9.17,5.84,2.948,0.381,3260,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Spain,1950,15,64,49.65,42.05,35.03,6.22,2.64,2.09,1.43,4.259,3.747,0.441,0.07,8876,Advanced Economies
,1955,15,64,47.6,43.39,36.46,6.66,2.88,2.36,1.62,4.483,3.915,0.489,0.08,9181,Advanced Economies
,1960,15,64,43.66,45.34,38.07,8.22,3.21,2.77,1.88,4.902,4.216,0.593,0.093,9468,Advanced Economies
,1965,15,64,38.6,47.55,40,10.71,4.05,3.14,2.14,5.196,4.344,0.747,0.106,9907,Advanced Economies
,1970,15,64,32.47,48.31,40.81,14.09,5.71,5.13,2.92,5.827,4.592,1.075,0.161,10291,Advanced Economies
,1975,15,64,27,42.93,34.14,22.42,9.53,7.66,4.71,6.706,4.762,1.696,0.247,10855,Advanced Economies
,1980,15,64,21.78,36.69,27.53,31.41,15.01,10.05,6.3,7.676,4.958,2.39,0.327,11662,Advanced Economies
,1985,15,64,20,33.29,24.95,36.94,12.45,9.77,6.13,7.583,4.822,2.443,0.318,12433,Advanced Economies
,1990,15,64,17.26,30.49,22.99,43.48,14.74,8.77,5.71,7.75,4.795,2.666,0.29,13111,Advanced Economies
,1995,15,64,11.82,25.06,18.9,46.95,16.31,16.17,9.47,8.84,4.975,3.352,0.513,13696,Advanced Economies
,2000,15,64,7.43,21.18,16.27,50.52,19,20.86,13.07,9.662,5.092,3.891,0.679,14056,Advanced Economies
,2005,15,64,0.77,19.33,15.41,54.93,22.76,24.97,16.2,10.587,5.343,4.42,0.823,15006,Advanced Economies
,2010,15,64,0.86,17.92,14.77,54.9,23.44,26.31,17.36,10.651,5.228,4.549,0.874,15067,Advanced Economies
,2015,15,64,2.77,13.8,11.51,53.8,19.45,29.63,19.88,10.743,5.219,4.534,0.99,15584,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sweden,1950,15,64,1.35,68.27,41.65,24.75,17.58,5.59,4.03,7.184,5.118,1.873,0.192,2318,Advanced Economies
,1955,15,64,0.8,65.05,40.49,27.83,19.91,6.3,4.5,7.542,5.214,2.112,0.216,2368,Advanced Economies
,1960,15,64,0.89,61.46,38.41,30.71,22.42,6.92,4.95,7.835,5.254,2.344,0.237,2477,Advanced Economies
,1965,15,64,0.94,58.48,39.19,33.1,25.06,7.46,5.24,8.176,5.364,2.558,0.254,2587,Advanced Economies
,1970,15,64,1.15,47.3,32.94,44.45,31.35,7.09,5.22,8.836,5.5,3.09,0.246,2666,Advanced Economies
,1975,15,64,1.75,35.33,24.93,50.06,36.98,12.93,8.67,9.82,5.587,3.801,0.432,2662,Advanced Economies
,1980,15,64,1.5,26.63,19.12,55.53,39.61,16.33,11.45,10.474,5.684,4.234,0.556,2695,Advanced Economies
,1985,15,64,1.84,22.99,16.88,56.87,39.95,18.3,12.21,10.662,5.706,4.345,0.61,2728,Advanced Economies
,1990,15,64,2.56,17.25,12.77,58.72,40.82,21.47,13.49,10.971,5.712,4.559,0.699,2791,Advanced Economies
,1995,15,64,2.94,12.59,9.45,61.56,44.09,22.94,14.94,11.27,5.731,4.782,0.757,2855,Advanced Economies
,2000,15,64,2.5,9.33,7.11,65.55,48.68,22.78,14.46,11.526,5.793,4.988,0.745,2902,Advanced Economies
,2005,15,64,2.37,5.71,4.37,71.7,52.85,20.27,13.49,11.599,5.823,5.099,0.678,2998,Advanced Economies
,2010,15,64,2.54,3.58,2.8,71.98,53.15,21.9,14.59,11.702,5.824,5.148,0.73,3038,Advanced Economies
,2015,15,64,2.59,3.21,2.66,66.1,45.46,28.1,18.76,11.798,5.828,5.033,0.937,3131,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Switzerland,1950,15,64,0.24,61.42,37.78,26.33,18.6,12.01,8.16,9.507,7.035,2.069,0.403,1505,Advanced Economies
,1955,15,64,0.24,61.17,38.52,26.17,19.06,12.43,8.35,9.593,7.075,2.102,0.415,1582,Advanced Economies
,1960,15,64,0.24,62.78,39.94,24.22,18.27,12.83,8.39,9.542,7.073,2.045,0.425,1757,Advanced Economies
,1965,15,64,2.24,52.85,36.04,31.59,24.64,13.31,8.65,9.852,6.905,2.508,0.439,1881,Advanced Economies
,1970,15,64,4.16,41.62,29.88,40.03,31.5,14.19,9.44,10.301,6.756,3.073,0.473,1988,Advanced Economies
,1975,15,64,3.34,30.83,22.42,50.31,39.98,15.52,10.57,11.067,6.739,3.806,0.522,2039,Advanced Economies
,1980,15,64,1.73,21.54,15.97,60.05,51.1,16.53,11.56,11.908,6.723,4.623,0.562,2083,Advanced Economies
,1985,15,64,6.68,18.94,14.33,54.92,42.59,19.45,12.8,11.296,6.229,4.421,0.645,2230,Advanced Economies
,1990,15,64,7.88,19.18,15.06,50.29,40.15,22.66,14.34,11.19,5.976,4.474,0.74,2390,Advanced Economies
,1995,15,64,9.87,17.91,14.56,47.49,38.51,24.73,16.05,11.062,5.731,4.515,0.816,2387,Advanced Economies
,2000,15,64,11.47,19.27,16.01,44.91,36.97,24.34,16.51,10.709,5.496,4.396,0.817,2399,Advanced Economies
,2005,15,64,9.13,16.8,14.04,45.09,36.42,28.99,19.04,11.232,5.521,4.75,0.961,2420,Advanced Economies
,2010,15,64,1.48,2.82,2.4,58.95,43.36,36.76,24.9,13.171,5.899,6.039,1.233,2413,Advanced Economies
,2015,15,64,1.68,14.86,12.5,45.72,33.41,37.73,25.82,12.448,5.828,5.349,1.271,2814,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Turkey,1950,15,64,68.3,24.21,8.55,6.17,2.7,1.34,0.99,1.587,1.194,0.347,0.046,6026,Advanced Economies
,1955,15,64,60.52,30.86,11.61,7.08,3,1.54,1,1.938,1.493,0.395,0.051,6882,Advanced Economies
,1960,15,64,50.76,38.75,18.99,8.82,3.74,1.68,1.09,2.501,1.968,0.478,0.055,7766,Advanced Economies
,1965,15,64,41.43,46.21,24.5,10.48,4.21,1.78,1.15,2.986,2.381,0.547,0.059,8723,Advanced Economies
,1970,15,64,34.63,50.01,29.73,12.98,4.92,2.38,1.46,3.518,2.761,0.68,0.077,9962,Advanced Economies
,1975,15,64,30.23,51.25,34.07,16.15,6.8,2.29,1.58,3.958,3.055,0.826,0.077,11446,Advanced Economies
,1980,15,64,22.61,52.96,38.45,19.69,8.4,4.73,3.18,4.792,3.507,1.127,0.158,12878,Advanced Economies
,1985,15,64,16.05,56.12,43.87,11.4,4.53,16.43,9.12,5.867,3.891,1.464,0.511,15185,Advanced Economies
,1990,15,64,15.02,50.38,43.04,19.72,8.16,14.93,8.2,6.264,4.068,1.732,0.463,17506,Advanced Economies
,1995,15,64,9.01,49.19,46.33,27.44,12.73,14.36,8.01,6.993,4.478,2.067,0.447,19855,Advanced Economies
,2000,15,64,4.91,47.65,42.94,35.56,17.78,11.85,6.98,7.321,4.634,2.311,0.376,22178,Advanced Economies
,2005,15,64,2.59,43.42,39.63,44.32,23.94,9.67,6.01,7.717,4.776,2.628,0.314,24213,Advanced Economies
,2010,15,64,2.27,38.3,34.76,47.93,25.68,11.51,7.3,8.081,4.928,2.777,0.376,26364,Advanced Economies
,2015,15,64,1.96,31.24,27.88,50.34,14.51,16.45,10.35,8.331,4.811,2.984,0.536,25727,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
USA,1950,15,64,1.73,41.06,19.37,42.58,25.27,14.64,8.17,8.616,5.246,2.914,0.456,51001,Advanced Economies
,1955,15,64,1.63,36.59,17.29,45.09,27.39,16.69,9.65,9.026,5.323,3.176,0.527,52235,Advanced Economies
,1960,15,64,1.28,31.25,14.85,49.03,31.33,18.49,11.24,9.549,5.434,3.52,0.595,55225,Advanced Economies
,1965,15,64,1.15,20.87,10.69,56.4,36.78,21.45,13.12,10.39,5.617,4.082,0.69,59390,Advanced Economies
,1970,15,64,1.09,13.64,7.49,60.49,41.4,24.78,14.67,11.083,5.75,4.544,0.789,64135,Advanced Economies
,1975,15,64,1.23,7.21,4.09,59.77,42.15,31.78,18.48,11.799,5.831,4.964,1.004,70473,Advanced Economies
,1980,15,64,0.63,3.69,2.21,60.84,46.58,34.95,21.08,12.364,5.924,5.32,1.121,76239,Advanced Economies
,1985,15,64,1.15,7.39,4.63,47.25,34.66,44.2,25.02,12.342,5.848,5.109,1.384,80685,Advanced Economies
,1990,15,64,1.39,8.97,6.18,38.8,29.41,50.88,27.81,12.509,5.835,5.099,1.574,84030,Advanced Economies
,1995,15,64,0.48,2.6,1.75,49.56,37.27,47.35,24.59,12.83,5.945,5.446,1.439,87998,Advanced Economies
,2000,15,64,0.36,2.57,1.81,47.17,40.24,49.89,24.45,13.057,5.955,5.616,1.487,93563,Advanced Economies
,2005,15,64,0.34,2.52,1.79,47.89,36.39,49.24,24.55,12.916,5.957,5.483,1.476,99498,Advanced Economies
,2010,15,64,0.29,2.84,2.27,43.99,36.65,52.88,26.31,13.141,5.965,5.592,1.584,104709,Advanced Economies
,2015,15,64,0.35,3.02,2.47,42.26,36.19,54.37,28.28,13.231,5.962,5.616,1.653,106401,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
United Kingdom,1950,15,64,2.4,73.57,45.19,22.08,0.98,1.95,1.41,6.332,5.004,1.26,0.067,16277,Advanced Economies
,1955,15,64,2.28,69.81,43.74,25.62,1.75,2.16,1.55,6.616,5.074,1.468,0.074,16171,Advanced Economies
,1960,15,64,2.17,65.3,40.71,30.32,1.81,2.1,1.59,6.902,5.128,1.7,0.074,16442,Advanced Economies
,1965,15,64,2.34,58.52,38.85,33.39,4.54,5.73,3.86,7.621,5.268,2.161,0.192,17199,Advanced Economies
,1970,15,64,2.84,51.93,36.42,35.36,5.69,9.86,6.58,8.099,5.364,2.406,0.329,17139,Advanced Economies
,1975,15,64,3.29,45.64,32.62,38.27,6.34,12.79,8.52,8.505,5.412,2.667,0.426,17370,Advanced Economies
,1980,15,64,5.76,38.85,28.23,44.56,7.11,10.83,7.51,8.409,5.335,2.707,0.367,17803,Advanced Economies
,1985,15,64,5.57,34.72,25.75,49.44,7.49,10.28,6.94,8.527,5.397,2.786,0.344,18414,Advanced Economies
,1990,15,64,5.48,29.74,22.34,46.3,7.04,18.48,11.34,9.27,5.449,3.224,0.596,18156,Advanced Economies
,1995,15,64,5.56,25.92,20.18,46.16,7.38,22.36,13.72,9.679,5.494,3.463,0.722,18446,Advanced Economies
,2000,15,64,5.27,21.9,17.32,49.95,10.27,22.88,14.81,9.943,5.546,3.643,0.754,18887,Advanced Economies
,2005,15,64,1.87,15.86,12.75,57.11,36.41,25.16,15.93,11.613,5.795,4.996,0.822,19604,Advanced Economies
,2010,15,64,0.11,12.11,9.81,61.41,50.88,26.37,17.1,12.54,5.924,5.746,0.869,20049,Advanced Economies
,2015,15,64,0.1,8.47,6.91,55.44,38.08,35.99,23.41,12.841,5.947,5.706,1.188,21168,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Brunei Darussalam,1950,15,64,50.77,32.99,14.46,15.01,5.27,1.24,0.76,3.186,2.398,0.748,0.04,15.4,East Asia and the Pacific
,1955,15,64,41.56,39.96,18.17,16.96,6.26,1.53,0.98,3.769,2.853,0.866,0.05,17,East Asia and the Pacific
,1960,15,64,37.17,42.37,20.65,18.96,7.19,1.57,0.99,4.14,3.122,0.966,0.051,22,East Asia and the Pacific
,1965,15,64,32.6,40.55,21.13,24.07,9.13,2.79,1.68,4.834,3.462,1.283,0.089,28,East Asia and the Pacific
,1970,15,64,24.16,36.71,20.61,35.68,13.37,3.47,2.29,6.032,4.069,1.848,0.115,36,East Asia and the Pacific
,1975,15,64,18.7,34.43,21.4,39.6,15.43,7.27,4,7.026,4.487,2.314,0.225,47,East Asia and the Pacific
,1980,15,64,19.41,29.25,20.63,42.66,18.83,8.73,5.04,7.5,4.58,2.644,0.275,63,East Asia and the Pacific
,1985,15,64,18.22,25.03,18.11,48.65,22.32,8.1,5.05,7.881,4.699,2.919,0.263,71,East Asia and the Pacific
,1990,15,64,16.44,20.9,16.59,55.13,27.41,7.53,4.74,8.407,4.884,3.277,0.245,85,East Asia and the Pacific
,1995,15,64,17.67,19.27,16.24,55.74,28.76,7.31,4.37,8.417,4.849,3.335,0.234,102,East Asia and the Pacific
,2000,15,64,18.35,15.99,14.1,56.95,29.78,8.71,4.87,8.624,4.842,3.509,0.272,114,East Asia and the Pacific
,2005,15,64,20.15,12.53,11.35,57.2,30.53,10.12,5.58,8.715,4.756,3.646,0.314,131,East Asia and the Pacific
,2010,15,64,20.28,10.7,10.09,57.52,31.53,11.5,6.37,8.914,4.765,3.792,0.357,149,East Asia and the Pacific
,2015,15,64,20.34,8.51,8.35,59.12,32.84,12.04,6.31,9.024,4.775,3.882,0.367,155,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cambodia,1950,15,64,81.74,16.86,5.47,1.36,0.18,0.04,0.02,0.817,0.754,0.062,0.001,1195,East Asia and the Pacific
,1955,15,64,73.74,23.97,8.86,2.24,0.27,0.05,0.03,1.225,1.122,0.101,0.002,1334,East Asia and the Pacific
,1960,15,64,62.72,30.88,12.64,6.32,0.55,0.09,0.05,1.968,1.69,0.275,0.003,1488,East Asia and the Pacific
,1965,15,64,55.18,36.7,15.39,7.96,0.78,0.15,0.08,2.406,2.049,0.352,0.004,1671,East Asia and the Pacific
,1970,15,64,47.52,42.37,17.46,9.86,1.61,0.25,0.13,2.87,2.402,0.461,0.008,1874,East Asia and the Pacific
,1975,15,64,40.22,47.65,19.44,11.78,2.3,0.35,0.18,3.316,2.741,0.565,0.011,1948,East Asia and the Pacific
,1980,15,64,29.45,55.61,23.53,14.49,2.92,0.45,0.24,3.983,3.27,0.698,0.014,1657,East Asia and the Pacific
,1985,15,64,25.55,58.78,24.1,15.19,3.06,0.48,0.28,4.175,3.427,0.733,0.015,1931,East Asia and the Pacific
,1990,15,64,23.32,59.76,26.06,16.31,3.95,0.61,0.34,4.423,3.59,0.814,0.019,2340,East Asia and the Pacific
,1995,15,64,21.03,62.18,27.36,16.03,4.66,0.76,0.43,4.552,3.693,0.834,0.024,2662,East Asia and the Pacific
,2000,15,64,19.48,64.46,29.09,15.32,4.34,0.73,0.43,4.588,3.77,0.794,0.023,3364,East Asia and the Pacific
,2005,15,64,16.62,62.54,29.15,18.51,5.93,2.33,1.14,5.151,4.001,1.081,0.069,3982,East Asia and the Pacific
,2010,15,64,13.47,59.64,29.23,23.19,7.08,3.69,1.97,5.74,4.279,1.347,0.113,4565,East Asia and the Pacific
,2015,15,64,14.19,58.76,18.96,18.46,6.14,8.59,4.57,5.596,3.955,1.378,0.263,4816,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
China,1950,15,64,62.19,25.75,11.51,11.46,1.84,0.6,0.3,2.294,1.841,0.435,0.018,179054,East Asia and the Pacific
,1955,15,64,54.91,30.46,14.11,13.79,2.39,0.84,0.46,2.777,2.215,0.536,0.026,184797,East Asia and the Pacific
,1960,15,64,47.4,33.5,17.81,17.96,3.54,1.14,0.63,3.434,2.685,0.713,0.035,192063,East Asia and the Pacific
,1965,15,64,40.66,35.97,20.43,22.01,4.51,1.36,0.78,4.015,3.094,0.877,0.043,210262,East Asia and the Pacific
,1970,15,64,32.95,38.04,23.55,27.67,6.14,1.34,0.81,4.726,3.588,1.095,0.043,241703,East Asia and the Pacific
,1975,15,64,27.05,36.09,22.66,35.51,8.15,1.36,0.8,5.409,3.974,1.391,0.043,271049,East Asia and the Pacific
,1980,15,64,17.91,36.72,24.25,44,12.78,1.37,0.79,6.381,4.552,1.786,0.043,311026,East Asia and the Pacific
,1985,15,64,19.42,32.26,22.32,46.39,19.46,1.94,1.15,6.532,4.537,1.934,0.062,358927,East Asia and the Pacific
,1990,15,64,21.96,26.21,18.17,49.4,26.38,2.42,1.5,6.596,4.441,2.077,0.078,399763,East Asia and the Pacific
,1995,15,64,11.67,26.83,18.32,57.17,34.15,4.33,2.43,7.591,4.93,2.526,0.135,425034,East Asia and the Pacific
,2000,15,64,3.3,26.45,18.14,64.39,36.42,5.86,3.43,8.38,5.331,2.863,0.186,448824,East Asia and the Pacific
,2005,15,64,2.13,21.84,14.84,70.2,33.84,5.83,3.15,8.479,5.331,2.968,0.18,480965,East Asia and the Pacific
,2010,15,64,1.46,17.37,11.68,76,26.77,5.18,2.85,8.585,5.428,2.996,0.161,503569,East Asia and the Pacific
,2015,15,64,1.15,13.6,9.04,76.42,28.81,8.83,4.59,9.046,5.481,3.297,0.268,524553,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"China, Hong Kong Special Administrative Region",1950,15,64,18.32,53.23,21.19,23.08,11.48,5.37,4.94,5.905,3.94,1.759,0.206,684,East Asia and the Pacific
,1955,15,64,15.31,54.79,23.68,23.9,12.21,6.01,4.51,6.218,4.148,1.86,0.21,799,East Asia and the Pacific
,1960,15,64,13.08,55.46,25,25.1,12.8,6.35,4.82,6.481,4.301,1.956,0.223,900,East Asia and the Pacific
,1965,15,64,8.68,53.22,26.99,31.71,16.21,6.27,4.59,7.251,4.685,2.349,0.217,1061,East Asia and the Pacific
,1970,15,64,9.61,46.5,29.79,40.13,22.52,3.85,2.74,7.785,4.927,2.726,0.132,1201,East Asia and the Pacific
,1975,15,64,8.25,43.13,27.78,44.04,23.81,4.49,2.92,8.181,5.04,2.993,0.148,1481,East Asia and the Pacific
,1980,15,64,6.23,35.88,23.46,49.54,27.13,8.34,4.86,9.121,5.253,3.604,0.264,1830,East Asia and the Pacific
,1985,15,64,5.38,29.02,19.79,56.91,31.72,8.71,5.54,9.777,5.402,4.09,0.285,1981,East Asia and the Pacific
,1990,15,64,4.72,23.58,16.68,57.9,33.49,13.82,9.23,10.504,5.511,4.532,0.461,2071,East Asia and the Pacific
,1995,15,64,7.47,20.76,16.06,56.13,32.22,15.65,11.48,10.5,5.411,4.546,0.543,2196,East Asia and the Pacific
,2000,15,64,8.36,19.33,16,55.9,33.15,16.41,13.21,10.598,5.399,4.607,0.592,2312,East Asia and the Pacific
,2005,15,64,1.38,12.61,10.06,58.09,35.59,27.93,23.76,12.445,5.841,5.571,1.034,2406,East Asia and the Pacific
,2010,15,64,0.69,11.05,9.17,65.84,47.76,22.43,18.91,12.523,5.903,5.793,0.827,2553,East Asia and the Pacific
,2015,15,64,0.44,16.97,14.69,43.23,32.06,39.41,31.97,12.813,5.908,5.478,1.428,2399,East Asia and the Pacific
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"China, Macao Special Administrative Region",1950,15,64,24,60.9,40.16,13.72,3.87,1.38,0.91,3.786,3.281,0.459,0.046,69,East Asia and the Pacific
,1955,15,64,21.9,62.14,40.86,14.44,4.24,1.51,1.04,3.915,3.373,0.491,0.051,53,East Asia and the Pacific
,1960,15,64,19.74,61.96,41.01,16.68,4.8,1.62,1.09,4.102,3.489,0.559,0.054,44,East Asia and the Pacific
,1965,15,64,17.41,62.03,41.31,19.03,5.14,1.54,1.01,4.274,3.612,0.612,0.051,54,East Asia and the Pacific
,1970,15,64,14.16,61.86,41.52,22.02,5.66,1.96,1.1,4.553,3.784,0.708,0.061,74,East Asia and the Pacific
,1975,15,64,10.4,58.59,39.13,27.73,7.57,3.28,1.79,5.04,3.993,0.945,0.101,84,East Asia and the Pacific
,1980,15,64,8.91,55.03,36.44,31.71,9.07,4.36,2.44,5.35,4.09,1.124,0.136,91,East Asia and the Pacific
,1985,15,64,6.47,50.47,34.63,37.38,10.63,5.69,3.42,5.814,4.281,1.351,0.182,105,East Asia and the Pacific
,1990,15,64,6.08,46.1,31.44,40.96,11.71,6.9,4.28,6.071,4.332,1.516,0.224,122,East Asia and the Pacific
,1995,15,64,4.29,41.95,29.64,44.47,15.27,9.29,5.49,6.585,4.477,1.812,0.296,135,East Asia and the Pacific
,2000,15,64,1.59,37.16,27.39,50.89,21.84,10.37,6.57,7.207,4.677,2.192,0.339,150,East Asia and the Pacific
,2005,15,64,1.2,29.6,21.97,57.31,27.01,11.79,7.36,7.891,4.869,2.639,0.383,166,East Asia and the Pacific
